data:text/csv;charset=utf-8,'chat';'objet';r_associated;2
'chat';'barbillon';r_associated;27
'chat';'bélier';r_associated;39
'chat';'contacter';r_associated;30
'chat';'Histoire';r_associated;24
'chat';'loup';r_associated;34
'chat';'physiologie';r_associated;55
'chat';'internaute';r_associated;30
'chat';'péter';r_associated;25
'chat';'causette';r_associated;23
'chat';'botanique';r_associated;30
'chat';'courir';r_associated;35
'chat';'chien';r_associated;791
'chat';'portée';r_associated;35
'chat';5249;r_associated;65
'chat';'machine';r_associated;52
'chat';'animalerie';r_associated;11
'chat';'instrument';r_associated;15
'chat';'biquet';r_associated;31
'chat';'litière';r_associated;57
'chat';'coque';r_associated;26
'chat';'discuter';r_associated;26
'chat';'vulve';r_associated;30
'chat';'enroué';r_associated;34
'chat';'siamois';r_associated;191
'chat';'patte';r_associated;224
'chat';'greffier';r_associated;48
'chat';'engin';r_associated;31
'chat';'malade';r_associated;15
'chat';'mimi';r_associated;22
'chat';'chatte';r_associated;581
'chat';'ocelot';r_associated;24
'chat';'taxonomie';r_associated;40
'chat';11954;r_associated;30
'chat';'communication';r_associated;32
'chat';'danger';r_associated;31
'chat';'être';r_associated;63
'chat';'rude';r_associated;15
'chat';'minon';r_associated;21
'chat';'blanc';r_associated;41
'chat';'silure';r_associated;28
'chat';'Alice';r_associated;26
'chat';'bouche';r_associated;15
'chat';'cuisine';r_associated;60
'chat';'régate';r_associated;10
'chat';'animal';r_associated;814
'chat';'messagerie';r_associated;6
'chat';'élevage';r_associated;60
'chat';'artefact';r_associated;32
'chat';'lapin';r_associated;32
'chat';'câlin';r_associated;30
'chat';'planète';r_associated;13
'chat';'dialoguer';r_associated;21
'chat';'voiles';r_associated;10
'chat';23784;r_associated;171
'chat';'catapulte';r_associated;30
'chat';'régurgiter';r_associated;25
'chat';'attraper';r_associated;17
'chat';'cinéma';r_associated;60
'chat';'prédateur';r_associated;26
'chat';25756;r_associated;35
'chat';24992;r_associated;27
'chat';'bras';r_associated;35
'chat';'mou';r_associated;35
'chat';27154;r_associated;83
'chat';'échange';r_associated;21
'chat';'discussion';r_associated;104
'chat';'grappin';r_associated;21
'chat';29106;r_associated;51
'chat';'minéralogie';r_associated;35
'chat';'domestiqué';r_associated;39
'chat';'navire';r_associated;27
'chat';'lièvre';r_associated;27
'chat';'perché';r_associated;51
'chat';'chasseur';r_associated;38
'chat';'château';r_associated;32
'chat';'yacht';r_associated;35
'chat';'fauve';r_associated;30
'chat';'outil';r_associated;25
'chat';'Simon';r_associated;21
'chat';'mammifères';r_associated;45
'chat';'tabagisme';r_associated;15
'chat';'synapsides';r_associated;32
'chat';'enfants';r_associated;30
'chat';'Tom';r_associated;37
'chat';'biologie';r_associated;110
'chat';'chartreux';r_associated;13
'chat';'pied';r_associated;28
'chat';'fumer';r_associated;15
'chat';'faune';r_associated;32
'chat';'abyssin';r_associated;38
'chat';'voilier';r_associated;32
'chat';'littérature';r_associated;60
'chat';'grignoter';r_associated;25
'chat';'tag';r_associated;23
'chat';'chatter';r_associated;30
'chat';'bête';r_associated;44
'chat';'poursuivre';r_associated;15
'chat';'siège';r_associated;55
'chat';'truffe';r_associated;17
'chat';'meute';r_associated;11
'chat';'bruit';r_associated;15
'chat';'dormir';r_associated;160
'chat';'porter';r_associated;10
'chat';43729;r_associated;38
'chat';'roue';r_associated;22
'chat';'branchie';r_associated;22
'chat';'organe';r_associated;28
'chat';'réseau';r_associated;31
'chat';'maison';r_associated;16
'chat';'carnivores';r_associated;34
'chat';'logiciel';r_associated;43
'chat';'veine';r_associated;30
'chat';'compagnon';r_associated;23
'chat';'serval';r_associated;26
'chat';47319;r_associated;27
'chat';'miauler';r_associated;662
'chat';'boire';r_associated;25
'chat';'graillement';r_associated;15
'chat';'chatière';r_associated;29
'chat';'sauvage';r_associated;38
'chat';'carnivore';r_associated;52
'chat';'poupe';r_associated;30
'chat';'agriculture';r_associated;42
'chat';'caresser';r_associated;63
'chat';'muraille';r_associated;31
'chat';'ouïe';r_associated;24
'chat';'gris';r_associated;65
'chat';'tabagie';r_associated;15
'chat';'margay';r_associated;28
'chat';'langue';r_associated;15
'chat';'proue';r_associated;29
'chat';'arbre';r_associated;30
'chat';'carnassier';r_associated;35
'chat';'poisson-chat';r_associated;48
'chat';'aiguille';r_associated;59
'chat';'jeu';r_associated;84
'chat';'déféquer';r_associated;25
'chat';'demander';r_associated;25
'chat';'eucaryote';r_associated;66
'chat';'ronronner';r_associated;551
'chat';56172;r_associated;31
'chat';'métazoaire';r_associated;69
'chat';'chaton';r_associated;671
'chat';'extinction';r_associated;15
'chat';57875;r_associated;5
'chat';57890;r_associated;22
'chat';'guerre';r_associated;44
'chat';'lynx';r_associated;29
'chat';'organisme';r_associated;21
'chat';59014;r_associated;25
'chat';'compagnie';r_associated;80
'chat';'Kitty';r_associated;1
'chat';'loisirs';r_associated;36
'chat';'mâle';r_associated;36
'chat';'Égypte';r_associated;36
'chat';'femme';r_associated;10
'chat';'chair';r_associated;26
'chat';'mammifère';r_associated;320
'chat';'patience';r_associated;43
'chat';'rat';r_associated;56
'chat';'abdomen';r_associated;30
'chat';'noir';r_associated;57
'chat';'mamelles';r_associated;15
'chat';'laryngite';r_associated;15
'chat';'bâtiment';r_associated;26
'chat';65081;r_associated;32
'chat';'chargement';r_associated;10
'chat';'bataille';r_associated;33
'chat';'larynx';r_associated;15
'chat';'mistigri';r_associated;24
'chat';'mécanique';r_associated;30
'chat';'peste';r_associated;28
'chat';'gouttière';r_associated;101
'chat';'poisson';r_associated;45
'chat';'tendon';r_associated;4
'chat';'agronomie';r_associated;41
'chat';'minet';r_associated;131
'chat';'graillonnement';r_associated;15
'chat';'flanc';r_associated;27
'chat';'animaux';r_associated;70
'chat';71624;r_associated;164
'chat';'rétine';r_associated;17
'chat';'draguer';r_associated;10
'chat';'rencontre';r_associated;16
'chat';'graillonner';r_associated;15
'chat';'inflorescence';r_associated;5
'chat';'voler';r_associated;25
'chat';'doux';r_associated;60
'chat';'cassé';r_associated;15
'chat';'corps';r_associated;15
'chat';'langage';r_associated;30
'chat';'vétérinaire';r_associated;90
'chat';'oeil';r_associated;21
'chat';'matou';r_associated;148
'chat';'yeux';r_associated;83
'chat';'flair';r_associated;24
'chat';'chasser';r_associated;25
'chat';'pousser';r_associated;25
'chat';'Azraël';r_associated;56
'chat';'birman';r_associated;13
'chat';'Garfield';r_associated;54
'chat';'tousser';r_associated;15
'chat';'motte';r_associated;33
'chat';'félidés';r_associated;21
'chat';'rauque';r_associated;15
'chat';'manul';r_associated;59
'chat';'main';r_associated;31
'chat';'félidé';r_associated;124
'chat';'toucher';r_associated;15
'chat';'pâtée';r_associated;60
'chat';'puce';r_associated;53
'chat';'raucité';r_associated;15
'chat';'lait';r_associated;110
'chat';'griffure';r_associated;27
'chat';'rhino-pharyngite';r_associated;15
'chat';'vertébré';r_associated;40
'chat';'pharynx';r_associated;15
'chat';'griffer';r_associated;32
'chat';'grippeminaud';r_associated;23
'chat';'apprivoisé';r_associated;11
'chat';'chambre';r_associated;10
'chat';90891;r_associated;25
'chat';'Lorraine';r_associated;10
'chat';'pont';r_associated;21
'chat';'nutrition';r_associated;26
'chat';'tétrapode';r_associated;40
'chat';91932;r_associated;25
'chat';'fumeur';r_associated;15
'chat';'quémander';r_associated;25
'chat';'patte-pelu';r_associated;27
'chat';'enrouement';r_associated;45
'chat';'enfance';r_associated;30
'chat';'ordinateur';r_associated;31
'chat';'queue';r_associated;434
'chat';'bois';r_associated;29
'chat';'coeur';r_associated;5
'chat';'chasse-marée';r_associated;10
'chat';'angora';r_associated;132
'chat';'Félix';r_associated;62
'chat';96940;r_associated;15
'chat';'raminagrobis';r_associated;27
'chat';'haret';r_associated;30
'chat';'miaulement';r_associated;83
'chat';'gnathostome';r_associated;34
'chat';'anus';r_associated;30
'chat';'rencontrer';r_associated;27
'chat';'causer';r_associated;31
'chat';'vagin';r_associated;15
'chat';'euthérien';r_associated;16
'chat';'croquette';r_associated;60
'chat';'caresse';r_associated;32
'chat';'chatterie';r_associated;26
'chat';'vomi';r_associated;30
'chat';106132;r_associated;25
'chat';'appareil';r_associated;27
'chat';'ichtyologie';r_associated;35
'chat';'thorax';r_associated;4
'chat';'enfantin';r_associated;30
'chat';'caisse';r_associated;59
'chat';'bateau';r_associated;32
'chat';'poilu';r_associated;32
'chat';'placentaire';r_associated;16
'chat';'ventre';r_associated;5
'chat';'poissons';r_associated;35
'chat';'chose';r_associated;29
'chat';'fourrure';r_associated;5
'chat';'artillerie';r_associated;43
'chat';'robe';r_associated;29
'chat';'aphonie';r_associated;15
'chat';'amniote';r_associated;40
'chat';'quadrupède';r_associated;26
'chat';'conversation';r_associated;2
'chat';'minou';r_associated;469
'chat';'port';r_associated;10
'chat';'monter';r_associated;25
'chat';'alimentation';r_associated;25
'chat';'rapidité';r_associated;10
'chat';'domestiquer';r_associated;38
'chat';'gamelle';r_associated;59
'chat';'toux';r_associated;15
'chat';'branchies';r_associated;30
'chat';'deutérostomien';r_associated;62
'chat';'griffe';r_associated;513
'chat';'pisser';r_associated;25
'chat';'moumoute';r_associated;24
'chat';'félin';r_associated;990
'chat';'poliorcétique';r_associated;44
'chat';'personne';r_associated;21
'chat';'vomir';r_associated;25
'chat';116863;r_associated;45
'chat';'squelette';r_associated;5
'chat';'zoologie';r_associated;152
'chat';'canari';r_associated;29
'chat';'moustache';r_associated;423
'chat';'trébuchet';r_associated;30
'chat';'râpeux';r_associated;15
'chat';'souple';r_associated;37
'chat';'poils';r_associated;80
'chat';'chier';r_associated;25
'chat';'guttural';r_associated;15
'chat';120157;r_associated;11
'chat';'miaou';r_associated;198
'chat';'cabotage';r_associated;10
'chat';'enrouer';r_associated;15
'chat';'taches';r_associated;9
'chat';'chat-pard';r_associated;54
'chat';'indépendant';r_associated;26
'chat';'jeux';r_associated;60
'chat';'baliste';r_associated;26
'chat';'véhicule';r_associated;25
